Ãå ½ç,ÏÈ ÈÖ,ÇÏ ÈÖ,ÇÏÌ¾,À­Îð,¶ÔÎÌ,µ³¼ê,¥¿¥¤¥à,Ãåº¹,Ã±¾¡,¿Í µ¤,ÇÏÂÎ½Å,Ä´¶µ»Õ
8,8,9,¥Õ¥§¥¤¥Ð¥ê¥Ã¥È,²´2,54.0,¾¾²¬Àµ³¤,1:11.0,1.1/2,89.7,8.0,450(0),[Åì] ¾®É°»³¸ç
9,4,4,¥¤¥Ç¥¢¥¤¥Û¥Þ¥¸¥ç¥ë,²´2,54.0,Âã¹°¿Í,1:12.7,Âç,66.1,7.0,426(0),[Åì] ÏÂÅÄÍºÆó
1,6,9,¥·¥ó¥¼¥ó¥¹¥È¥í¥ó¥°,²´3,56.0,ÉðË­,1:46.3,,6.0,2.0,502(+2),[À¾] ÈÓÅÄÍ´»Ë
2,5,7,¥«¡¼¥Ö¥É¥·¡¼¥ë,²´3,56.0,´äÅÄ¹¯À¿,1:46.3,¥¯¥Ó,1.3,1.0,490(0),[À¾] ÉÍÅÄÂ¿¼Â
3,3,4,¥³¥ó¥·¡¼¥É,²´3,56.0,Ã°ÆâÍ´¼¡,1:47.4,7,114.5,10.0,464(-6),[Åì] Å·´Ö¾¼°ì
4,7,12,¥¹¥Þ¡¼¥È¥æ¥Ë¥Ð¥ó¥¹,²´3,56.0,ËÌÂ¼Í§°ì,1:47.4,¥Ï¥Ê,15.1,5.0,474(+2),[À¾] Ê¿ÅÄ½¤
5,6,10,¥Ç¥ó¥³¥¦¥ß¥·¥ª¥ó,ÌÆ3,54.0,¾ë¸ÍµÁÀ¯,1:47.7,1.1/2,10.6,3.0,428(+4),[À¾] ¹ÓÀîµÁÇ·
6,2,2,¥Ú¥¤¥·¥ã¥ë¥Õ¥§,ÌÆ3,54.0,Âã¹°¿Í,1:47.7,¥¯¥Ó,146.1,12.0,428(0),[Åì] éâÌ¾Íø¹°
7,5,8,¥Ï¥¯¥µ¥ó¥á¥¤¥²¥Ä,²´3,55.0,ÉÙÅÄ¶Ç,1:47.9,1.1/4,112.6,9.0,454(0),[Åì] ÀõÌîÍÎ°ì
8,8,14,¥·¥ç¥¦¥Ê¥ó¥¢¥ê¥Ð¥Ð,²´3,56.0,Æ£²¬¹¯ÂÀ,1:48.0,3/4,14.9,4.0,468(+4),[À¾] ¹â¶¶µÁÃé
9,1,1,¥Ï¥³¥À¥Æ¥«¡¼¥Ë¥Ð¥ë,ÌÆ3,54.0,É©ÅÄÍµÆó,1:48.1,¥¯¥Ó,44.3,7.0,476(+2),[À¾] ²¬ÅÄ°ðÃË
10,3,3,¥½¥ë¥À¡¼¥È¥À¥º¥ë,²´3,56.0,¾¡±ºÀµ¼ù,1:48.5,2.1/2,44.1,6.0,476(0),[Åì] ÅÄÂ¼¹¯¿Î
11,4,6,¥ì¥ë¥·¥å¥¿¡¼¥×,²´3,56.0,µÈÅÄÈ»¿Í,1:48.9,2.1/2,54.2,8.0,452(-2),[À¾] µÈÅÄÄ¾¹°
12,4,5,¥¹¥È¥ì¡¼¥È¥Ñ¥ó¥Á,²´3,56.0,Ä¹²¬Ä÷¿Î,1:49.4,3,225.5,13.0,466(0),[Åì] ËÙ°æ²í¹­
13,7,11,¥¢¥¹¥«¥Ê¥¿¡¼¥·¥ã,ÌÆ3,54.0,¾¾ÅÄÂçºî,1:50.2,5,137.9,11.0,474(-8),[À¾] ÃæÈø½¨Àµ
14,8,13,¥µ¥ó¥Þ¥ë¥¨¥È¥ï¡¼¥ë,ÌÆ3,54.0,ÃÝÇ·²¼ÃÒ,1:50.6,2.1/2,333.4,14.0,470(+10),[À¾] ÀéÅÄµ±É§
1,3,3,¥Ö¥é¥Ã¥¯¥â¥ê¥ª¥ó,ÌÆ3,49.0,ÃÄÌîÂçÀ®,1:45.9,,10.2,5.0,482(-4),[À¾] ÃÓÅº³Ø
2,2,2,¥Æ¥¤¥¨¥à¥½¥ì¥¤¥æ,ÌÆ4,55.0,ËÌÂ¼Í§°ì,1:46.0,1/2,2.4,1.0,498(0),[À¾] °ÂÅÄæÆ¸à
3,4,4,¥Á¥Ó¥Î¥ô¥¡¥ë¥¿¥ó,ÌÆ6,54.0,²£»³Éð»Ë,1:46.1,3/4,7.2,4.0,454(+4),[Åì] ·ªÅÄÅ°
4,7,7,¥Á¥¢¥Õ¥ë¥í¡¼¥º,ÌÆ3,51.0,ÉðÆ£²í,1:46.4,2,3.7,2.0,464(+2),[Åì] ¿åÌîµ®¹­
5,8,10,¥ª¥Ç¥å¥Ã¥»¥¤¥¢,ÌÆ4,55.0,ÂçÌîÂóÌï,1:47.1,4,4.7,3.0,460(0),[Åì] ¿·³«¹¬°ì
6,1,1,¥­¥¿¥Î¥ª¥É¥ê¥³,ÌÆ3,52.0,ÀÐÀîÍµµª,1:47.4,1.3/4,53.5,8.0,492(0),[Åì] ÁêÂô°ê
7,7,8,¥«¥º¥ß¥É¥ê¡¼¥à,ÌÆ4,55.0,¸¶ÅÄÏÂ¿¿,1:47.6,1.1/4,19.4,6.0,460(-2),[Åì] ÃæÌî±É¼£
8,8,9,¥Ê¥à¥é¥ª¥Ã¥±¡¼,ÌÆ3,52.0,¹ñÊ¬¶³²ð,1:47.7,1/2,21.4,7.0,414(-2),[À¾] ¸Þ½½ÍòÃé
9,6,6,¥¯¥ê¥Î¥¨¥ê¥¶¥Ù¥Ã¥¿,ÌÆ4,54.0,ÉÙÅÄ¶Ç,1:48.9,7,267.0,10.0,488(0),[Åì] À±ÌîÇ¦
10,5,5,¥¢¥Ý¥í¥Î¥ï¥­¥¶¥·,ÌÆ3,52.0,¾¡±ºÀµ¼ù,1:48.9,¥¢¥¿¥Þ,138.6,9.0,472(-2),[Åì] ·ªÅÄÅ°
1,2,2,¥¹¥®¥Î¥ô¥©¥ë¥±¡¼¥Î,²´3,54.0,´äÅÄ¹¯À¿,1:08.8,,2.8,2.0,492(+4),[À¾] À¶¿åµ×»ì
2,3,3,¥ê¡¼¥Ç¥£¥ó¥°¥¨¥Ã¥¸,²´4,57.0,¥ë¥á¡¼¥ë,1:08.9,1/2,1.9,1.0,512(-4),[Åì] Æ£ÂôÏÂÍº
3,1,1,¥Þ¥¤¥Í¥ë¥Ñ¥Ã¥»,²´6,57.0,Ã°ÆâÍ´¼¡,1:08.9,¥¯¥Ó,7.1,3.0,466(-6),[Åì] ³þÌî¹ÀÆó
4,6,8,¥¹¥º¥«¥Õ¥§¥é¥ê¡¼,ÌÆ4,55.0,ÉðË­,1:09.1,1.1/4,8.9,4.0,420(-2),[À¾] ¶¶ÅÄËþ
5,6,7,¥¹¥ï¡¼¥ô¥Ý¥ë¥È¥¹,²´4,57.0,µÈÅÄÈ»¿Í,1:09.4,2,197.6,10.0,446(-4),[À¾] ¾±ÌîÌ÷»Ö
6,4,4,¥É¥¥¥â¥ï¥¼¥ë,ÌÆ5,55.0,¾¡±ºÀµ¼ù,1:09.5,¥¯¥Ó,47.1,7.0,466(-2),[Åì] ÇôÃ«¾»±û
7,7,9,¥µ¥ó¥É¥¹¥Ô¡¼¥À¡¼,²´4,54.0,ÃÄÌîÂçÀ®,1:09.5,¥Ï¥Ê,71.2,8.0,456(+4),[Åì] ÏÂÅÄÍ¦²ð
8,7,10,¥¹¥ê¡¼¥±¡¼¥×¥Þ¥ó¥Ü,¥»4,57.0,¾¾ÅÄÂçºî,1:09.5,¥¯¥Ó,29.1,6.0,490(-4),[À¾] Éð±ÑÃÒ
9,8,11,¥Ý¥ë¥Ü¥í¡¼¥Í,ÌÆ7,52.0,µµÅÄ²¹¿´,1:09.8,1.3/4,285.5,12.0,448(-4),[À¾] ºîÅÄÀ¿Æó
10,8,12,¥¹¥ê¡¼¥Þ¥°¥Ê¥à,²´4,57.0,²®Ìî¶Ë,1:09.9,¥¯¥Ó,118.9,9.0,506(-4),[Åì] ÅÄÃæ¹ä
11,5,5,¥ë¥¢,ÌÆ5,55.0,Âã¹°¿Í,1:10.1,1.1/2,259.0,11.0,488(-2),[Åì] ÅÄÃæÀ¶Î´
12,5,6,¥â¥º¥Ù¥¤¥Ó¡¼,²´3,54.0,Æ£²¬¹¯ÂÀ,1:10.5,2.1/2,25.5,5.0,508(-4),[À¾] ËÒ±º½¼ÆÁ
1,7,8,¥Ê¥à¥é¥«¥á¥¿¥í¡¼,²´3,54.0,ÀÐÀîÍµµª,1:44.1,,11.3,5.0,496(0),[Åì] °ð³À¹¬Íº
2,6,6,¥è¥Ï¥ó,²´3,54.0,¸ÅÀîµÈÍÎ,1:44.7,3.1/2,15.4,6.0,430(+4),[À¾] ¹â¶¶¹¯Ç·
3,5,5,¥µ¥ó¥é¥¤¥º¥Ê¥¤¥È,²´4,54.0,¿û¸¶ÌÀÎÉ,1:44.9,1.1/4,6.0,4.0,494(-4),[À¾] ÀÐºäÀµ
4,8,9,¥·¥ó¥é¥¤,²´3,53.0,²£»³Éð»Ë,1:45.1,1.1/4,3.5,2.0,468(0),[Åì] µÆÀîÀµÃ£
5,4,4,¥¹¥Þ¡¼¥È¥»¥é¥ô¥£¡¼,²´3,53.0,ºä°æÎÜÀ±,1:45.1,¥¯¥Ó,5.1,3.0,498(-4),[À¾] ÌðºîË§¿Í
6,3,3,¥Ê¥¤¥ë¥Ç¥ë¥¿,²´4,57.0,´äÅÄ¹¯À¿,1:45.4,2,2.8,1.0,478(-4),[À¾] ¾¾²¼Éð»Î
7,8,10,¥¬¥Ã¥Ä¥£¡¼¥½¡¼¥È,²´4,57.0,µÈÅÄÈ»¿Í,1:45.6,1.1/4,45.8,8.0,496(-6),[À¾] ÎëÌÚ¹§»Ö
8,7,7,¥×¥ê¥ó¥»¥¹¥è¥¦¥¯,ÌÆ5,55.0,Âã¹°¿Í,1:45.6,¥¢¥¿¥Þ,162.1,10.0,450(-2),[Åì] ÀÐ·ªÎ¶É§
9,1,1,¥¨¥È¥ï¡¼¥ë¥É¥Ñ¥ê,ÌÆ4,54.0,ÉðÆ£²í,1:46.6,6,15.4,7.0,482(+2),[Åì] ¿¼»³²í»Ë
10,2,2,¥Þ¥¤¥Í¥ë¥¸¥§¥ó¥Þ,²´3,54.0,Ã°ÆâÍ´¼¡,1:46.7,1/2,87.0,9.0,466(+1),[À¾] Ä¹Ã«Àî¹À
1,7,9,¥¹¥ï¡¼¥ô¥Î¡¼¥È¥ó,²´5,57.0,ËÌÂ¼Í§°ì,1:47.9,,15.0,6.0,488(+14),[Åì] ÅÄÃæÇî¹¯
2,1,1,¥Õ¥é¥ë,ÌÆ3,52.0,ÃÓÅº¸¬°ì,1:48.1,1.1/4,6.3,3.0,460(+2),[À¾] ËÌ½ÐÀ®¿Í
3,7,10,¥ß¥â¥¶¥¤¥¨¥í¡¼,ÌÆ3,52.0,ÉðÆ£²í,1:48.1,¥¯¥Ó,3.1,2.0,458(+2),[Åì] ¸ÍÅÄÇîÊ¸
4,8,12,¥Ö¥é¥ó¥¯¥¨¥ó¥É,²´3,54.0,¥ë¥á¡¼¥ë,1:48.2,1/2,2.4,1.0,480(+6),[Åì] ²ÃÆ£À¬¹°
5,5,6,¥¿¥¬¥Î¥¹¥«¥¤¥Ï¥¤,²´4,57.0,É©ÅÄÍµÆó,1:48.3,¥¯¥Ó,10.9,5.0,484(-6),[À¾] ³ÑÅÄ¹¸°ì
6,6,8,¥Þ¥¤¥Í¥ë¥æ¥Ë¥Ö¥é¥ó,²´5,57.0,²£»³Éð»Ë,1:48.4,3/4,30.2,7.0,518(0),[Åì] ¹â¶¶Íµ
7,2,2,¥é¥Ö¥é¥Ö¥é¥Ö,ÌÆ4,55.0,¾¾²¬Àµ³¤,1:48.5,1/2,36.9,8.0,460(+26),[Åì] ÂçÏÂÅÄÀ®
8,5,5,¥½¥ë¥Õ¥§¡¼¥¸¥å,²´4,57.0,²£»³ÏÂÀ¸,1:48.6,1/2,154.9,11.0,438(+8),[Åì] ÀÐÌÓÁ±É§
9,8,11,¥¢¥¤¥Í¥Ð¡¼¥Õ¥§¥¤¥ë,ÌÆ4,55.0,Ã°ÆâÍ´¼¡,1:48.7,3/4,58.9,10.0,468(-2),[Åì] ´ä¸Í¹§¼ù
10,3,3,¥Ö¥é¥Ã¥¯¥¤¥á¥ë,ÌÆ4,55.0,ÀÐÀîÍµµª,1:49.0,1.3/4,46.7,9.0,470(-2),[Åì] ¾®Ìî¼¡Ïº
11,4,4,¥°¥é¥ó¥Ä¥ê¥Ò¥¿¡¼,²´3,54.0,µÈÅÄÈ»¿Í,1:49.2,1.1/2,9.3,4.0,504(+14),[Åì] ÃæÀî¸øÀ®
Ãæ,6,7,¥¦¥©¡¼¥¿¡¼¥Õ¥¡¥é¥ª,²´3,54.0,Æ£²¬¹¯ÂÀ,,,213.9,12.0,442(+8),[À¾] ²¬ÅÄ°ðÃË
1,8,15,¥Ñ¥é¥À¥¤¥¹¥¬¡¼¥Ç¥ó,ÌÆ7,51.0,²£»³Éð»Ë,1:08.5,,114.4,14.0,498(+6),[Åì] ÇôÃ«¾»±û
2,7,13,¥Ï¥¦¥á¥¢,ÌÆ5,54.0,¥ë¥á¡¼¥ë,1:08.7,1,3.0,1.0,480(+6),[Åì] Æ£ÂôÏÂÍº
3,5,9,¥¨¥¹¥¿¡¼¥Æ,ÌÆ4,52.0,¾¾²¬Àµ³¤,1:08.7,¥¯¥Ó,16.8,5.0,430(+4),[Åì] °ËÆ£¿­°ì
4,5,10,¥À¥¤¥È¥¦¥­¥ç¥¦,²´7,55.0,ÉðÆ£²í,1:08.9,1.1/4,22.6,6.0,470(0),[Åì] ¸ÍÅÄÇîÊ¸
5,7,14,¥¢¥¤¥Õ¥¡¡¼¥×¥ê¥Æ¥£,ÌÆ6,52.0,Æ£²¬¹¯ÂÀ,1:08.9,¥¯¥Ó,66.2,12.0,460(+6),[À¾] »­Åç°ìÊâ
6,6,12,¥Ë¥·¥Î¥­¥ó¥È¥¦¥ó,²´4,53.0,µµÅÄ²¹¿´,1:09.0,¥¯¥Ó,76.2,13.0,462(+4),[À¾] ËÌ½ÐÀ®¿Í
7,3,5,¥Þ¥¤¥Í¥ë¥Ñ¥é¥Ç¥£,¥»5,55.0,¹ñÊ¬¶³²ð,1:09.0,¥Ï¥Ê,32.7,9.0,456(-8),[À¾] ÅÄ½ê½¨¹§
8,3,6,¥Ë¥Û¥ó¥Ô¥í¥Ø¥ó¥½¥ó,¥»3,53.0,µÈÅÄÈ»¿Í,1:09.0,¥¯¥Ó,22.8,7.0,460(+8),[À¾] °ÂÃ£¾¼É×
9,6,11,¥Û¥¦¥ª¥¦¥«¥È¥ê¡¼¥Ì,ÌÆ3,51.0,ÂçÌîÂóÌï,1:09.0,¥Ï¥Ê,5.5,3.0,472(-4),[Åì] ·ªÅÄÅ°
10,4,7,¥³¡¼¥Ç¥£¥¨¥é¥¤¥È,ÌÆ4,51.0,²ÃÆ£¾ÍÂÀ,1:09.0,¥¢¥¿¥Þ,146.1,16.0,496(+10),[À¾] º´¡¹ÌÚ¾½
11,2,4,¥¹¥ï¡¼¥ô¥¢¡¼¥µ¡¼,²´6,55.0,ÉðË­,1:09.1,¥¯¥Ó,9.6,4.0,490(+4),[À¾] ¾±ÌîÌ÷»Ö
12,8,16,¥Ë¥·¥ª¥Ü¥Ì¡¼¥ë,¥»7,54.0,Ä¹²¬Ä÷¿Î,1:09.1,¥¯¥Ó,46.4,11.0,492(-2),[À¾] ¹â¶¶Î¼
13,1,2,¥á¥¤¥±¥¤¥À¥¤¥Ï¡¼¥É,²´4,54.0,¼Æ»³Íº°ì,1:09.2,¥¯¥Ó,24.5,8.0,532(-4),[À¾] ÃæÃÝÏÂÌé
14,1,1,¥ì¥³¡¼¥É¥Á¥§¥¤¥µ¡¼,ÌÆ3,51.0,ÉÙÅÄ¶Ç,1:09.2,¥Ï¥Ê,3.1,2.0,436(0),[Åì] °ËÆ£·½»°
15,4,8,¥ä¥Þ¥«¥Ä¥°¥ì¡¼¥¹,ÌÆ5,54.0,ÃÓÅº¸¬°ì,1:09.4,1,37.2,10.0,466(0),[À¾] ÃÓÅº·óÍº
16,2,3,¥Ú¥¤¥·¥ã¥ë¥¢¥¹,ÌÆ4,51.0,¸ÅÀîµÈÍÎ,1:09.7,1.3/4,125.8,15.0,500(+4),[À¾] ºä¸ýÃÒ¹¯
1,8,9,¥µ¥¦¥ó¥É¥Ð¡¼¥Ë¥ó¥°,²´7,57.0,¹ñÊ¬¶³²ð,2:00.4,,54.9,9.0,420(-6),[À¾] °ÂÃ£¾¼É×
2,5,5,¥Õ¥ê¡¼¥¸¥ó¥°¥ì¥¤¥ó,²´5,57.0,¥ë¥á¡¼¥ë,2:00.6,1.1/4,2.5,1.0,522(-2),[Åì] ¸Å²ì¿µÌÀ
3,7,7,¥Ï¥¦¥¨¥Ð¡¼,²´5,57.0,É©ÅÄÍµÆó,2:01.1,3,16.8,6.0,430(+12),[Åì] ÏÂÅÄÀµ°ì
4,3,3,¥×¥ì¥¤¥ä¡¼¥µ¥à¥½¥ó,²´6,57.0,»Í°ÌÍÎÊ¸,2:01.2,3/4,25.2,7.0,476(0),[Åì] ÂçÏÂÅÄÀ®
5,2,2,¥à¡¼¥ó¥ì¥¤¥«¡¼,²´4,57.0,ÃÓÅº¸¬°ì,2:01.3,1/2,3.1,2.0,474(+2),[À¾] ÃÓÅº·óÍº
6,8,8,¥±¡¼¥¸¡¼¥­¥ó¥«¥á,²´8,57.0,¸ÅÀîµÈÍÎ,2:01.6,2,46.6,8.0,494(+12),[À¾] ÈÓÅÄÍº»°
7,4,4,¥·¥å¥Ð¥ë¥Ä¥Ü¥ó¥Ð¡¼,²´4,57.0,¾¾ÅÄÂçºî,2:01.8,1.1/4,12.9,5.0,514(0),[À¾] ¿Ü³­¾°²ð
8,6,6,¥·¥¹¥¿¡¼¥Õ¥é¥Ã¥°,ÌÆ4,55.0,µÈÅÄÈ»¿Í,2:03.0,7,4.4,3.0,506(+2),[À¾] À¾Â¼¿¿¹¬
Ãæ,1,1,¥í¡¼¥ê¥ó¥°¥¿¥ï¡¼,²´5,57.0,¾¾²¬Àµ³¤,,,9.8,4.0,446(-2),[Åì] °ËÆ£¿­°ì
1,8,13,¥Ó¥¢¥ó¥Õ¥§,²´2,54.0,Æ£²¬Í¤²ð,1:10.0,,1.7,1.0,506(+4),[À¾] ÃæÃÝÏÂÌé
2,8,14,¥ô¥§¥¹¥¿¡¼¥ô¥¡¥ë¥È,²´2,54.0,¥ë¥á¡¼¥ë,1:10.0,¥Ï¥Ê,4.9,2.0,462(0),[Åì] ²ÃÆ£À¬¹°
3,3,3,¥¢¡¼¥Þ¡¼¥Ð¥í¡¼¥º,²´2,54.0,»Í°ÌÍÎÊ¸,1:10.7,4,7.6,3.0,454(-4),[À¾] ¾åÂ¼ÍÎ¹Ô
4,6,9,¥ª¡¼¥ô¥¡¥ë,²´2,54.0,´äÅÄ¹¯À¿,1:10.9,1,13.1,4.0,496(-6),[Åì] ¸Å²ì»ËÀ¸
5,1,1,¥µ¥¤¥â¥ó¥Ù¥é¡¼¥Î,ÌÆ2,54.0,ÂçÌîÂóÌï,1:11.4,3,94.8,10.0,456(+2),[Åì] º¬ËÜ¹¯¹­
6,7,12,¥Ç¥£¡¼¥×¥×¥ì¥¶¥ó¥È,²´2,53.0,ºä°æÎÜÀ±,1:11.4,¥¢¥¿¥Þ,22.8,6.0,488(-4),[À¾] ÌðºîË§¿Í
7,2,2,¥¢¥Ý¥í¥»¥¤¥é¥ó,²´2,54.0,¾¡±ºÀµ¼ù,1:11.5,¥¯¥Ó,13.1,5.0,448(0),[Åì] Ãæ´Ü±ÑÆó
8,4,5,¥­¥¯,ÌÆ2,54.0,ÀÐÀîÍµµª,1:11.6,3/4,44.0,8.0,450(+2),[Åì] ÁêÂô°ê
9,4,6,¥´¥é¥Ã¥½¥´¡¼¥ë,²´2,51.0,¿û¸¶ÌÀÎÉ,1:11.8,1.1/2,285.4,13.0,460(-2),[Åì] Éð»Ô¹¯ÃË
10,7,11,¥»¥³¥¤¥¢,ÌÆ2,54.0,ÌÚÈ¨½éÌé,1:11.8,¥¢¥¿¥Þ,274.3,11.0,448(+2),[Åì] ÃÝÆâÀµÍÎ
11,3,4,¥¯¡¼¥ë¥¤¥ó¥Ñ¥¯¥È,²´2,54.0,µÈÅÄÈ»¿Í,1:11.9,¥¯¥Ó,80.5,9.0,500(+4),[À¾] À¾Â¼¿¿¹¬
12,5,7,¥½¥ë¥È¥¯¥ê¥¹¥¿¥ë,²´2,53.0,ÉÙÅÄ¶Ç,1:12.8,5,283.3,12.0,478(+6),[À¾] ÌÚ¸¶°ìÎÉ
13,6,10,¥Ï¥ä¥Ö¥µ¥»¥¯¡¼¥·¡¼,ÌÆ2,54.0,¸¶ÅÄÏÂ¿¿,1:13.7,5,317.7,14.0,476(-2),[Åì] ¾®É°»³¸ç
14,5,8,¥¤¥ó¥Î¥Ð¥É¡¼¥ë,ÌÆ2,54.0,É©ÅÄÍµÆó,1:16.7,Âç,31.7,7.0,468(+10),[Åì] ¹â¶¶Íµ
1,6,8,¥·¥§¥ë¥È¥Õ¥¡¡¼¥¿,ÌÆ3,51.0,ÃÄÌîÂçÀ®,0:59.4,,5.0,3.0,434(+10),[À¾] ¹âÌøÂçÊå
2,7,10,¥¬¡¼¥Ç¥ó¥³¥ó¥µ¡¼¥È,ÌÆ3,54.0,¥ë¥á¡¼¥ë,1:00.0,3.1/2,3.9,2.0,456(+2),[Åì] Èø´ØÃÎ¿Í
3,7,9,¥«¡¼¥ô¥£¡¼,ÌÆ3,51.0,µµÅÄ²¹¿´,1:00.0,¥Ï¥Ê,19.8,6.0,432(-4),[À¾] ËÒ±º½¼ÆÁ
4,5,6,¥°¥é¥Þ¥é¥¹¥¹¥«¥¤,ÌÆ3,53.0,ÉÙÅÄ¶Ç,1:00.7,4,22.1,8.0,452(0),[À¾] À¾¶¶Ë­¼£
5,6,7,¥É¥¥¥·¥ã¥ó¥Ñ¡¼¥Ë¥å,ÌÆ3,54.0,´äÅÄ¹¯À¿,1:00.7,¥¯¥Ó,2.5,1.0,426(-2),[À¾] °ÂÅÄæÆ¸à
6,8,12,¥¨¥é¡¼¥Ö¥ë,ÌÆ3,54.0,²®Ìî¶Ë,1:00.7,¥Ï¥Ê,24.7,9.0,460(+6),[À¾] ¾®ºê·û
7,1,1,¥·¥ç¥¦¥Ê¥ó¥«¥ó¥¶¥·,ÌÆ3,54.0,µÈÅÄÈ»¿Í,1:00.9,1.1/4,8.1,4.0,456(+4),[Åì] ÂçÃÝÀµÇî
8,4,4,¥µ¥ó¥Ï¥ó¥Ä¥Ó¥ë,ÌÆ3,54.0,²£»³ÏÂÀ¸,1:00.9,¥¯¥Ó,52.3,11.0,458(+2),[Åì] ²ÃÆ£ÏÂ¹¨
9,2,2,¥Ó¥¶¡¼¥¸¥å¥ß¥Ë¥ç¥ó,ÌÆ3,53.0,²£»³Éð»Ë,1:01.4,3,48.0,10.0,460(0),[Åì] ÇôÃ«¾»±û
10,8,11,¥Þ¥í¥ó¥¯¥ë¡¼¥ë,ÌÆ3,53.0,ºä°æÎÜÀ±,1:01.5,¥¯¥Ó,20.1,7.0,412(+2),[Åì] ËÙ°æ²í¹­
11,5,5,¥¯¥ê¥Î¥É¥É¥ó¥Ñ,ÌÆ3,51.0,¿û¸¶ÌÀÎÉ,1:01.7,1.1/4,84.9,12.0,494(+6),[Åì] ËÜ´ÖÇ¦
12,3,3,¥Ñ¥ë¥»¥¤¥Æ¥£¥ó¥°,ÌÆ3,54.0,ÂçÌîÂóÌï,1:01.8,3/4,19.1,5.0,430(0),[Åì] ²ÃÆ£ÏÂ¹¨
1,4,5,¥Þ¥Æ¥é¥µ¥ó¥ª¥¦,²´3,56.0,ÃÓÅº¸¬°ì,1:46.1,,2.4,2.0,452(+2),[À¾] ÉÍÅÄÂ¿¼Â
2,1,1,¥Ð¥ó¥¯¥·¥ç¥Ã¥È,²´3,56.0,Æ£²¬Í¤²ð,1:46.8,4,2.2,1.0,462(+2),[À¾] ÃÓÅº³Ø
3,5,7,¥Ù¥ë¥¦¥Ã¥É¥Ò¥Ó¥­,²´3,56.0,Âã¹°¿Í,1:47.0,1.1/4,14.2,4.0,472(-12),[Åì] ÏÂÅÄÍºÆó
4,7,11,¥¨¥¹¥È¥ì¥é¥Ö¥é¥ó¥³,²´3,56.0,¾¡±ºÀµ¼ù,1:47.1,¥¯¥Ó,22.5,6.0,424(0),[Åì] ¾¾»³¾­¼ù
5,2,2,¥«¥¬¥¹¥È¥í¥ó¥°,²´3,56.0,´äÅÄ¹¯À¿,1:47.1,¥Ï¥Ê,15.1,5.0,462(-4),[Åì] ³þÌî¹ÀÆó
6,6,10,¥¹¥³¥ë¥Ô¥¦¥¹,¥»3,56.0,µÈÅÄÈ»¿Í,1:47.3,1.1/4,24.9,7.0,474(-24),[À¾] Éð¹¬»ÍÏº
7,3,3,¥Æ¥ó¥×¥Æ¡¼¥·¥ç¥ó,²´3,56.0,¼Æ»³Íº°ì,1:47.6,2,46.4,10.0,476(+4),[Åì] ¼êÄÍµ®µ×
8,5,8,¥Ñ¥ê¥Ã¥·¥å¥Ö¥ë¡¼,ÌÆ3,54.0,ÀîÅç¿®Æó,1:48.2,3.1/2,43.7,9.0,432(0),[À¾] ¹ÓÀîµÁÇ·
9,8,13,¥¨¥ë¥é¥Æ¥£¥ª,²´3,55.0,ÉÙÅÄ¶Ç,1:49.1,5,138.1,12.0,450(-6),[À¾] Ê¿ÅÄ½¤
10,6,9,¥Ç¥¢¥Ç¥Ó¥ë,²´3,56.0,ÌÚÈ¨½éÌé,1:49.2,¥¯¥Ó,106.1,11.0,494(0),[Åì] ÌðÌî±Ñ°ì
11,7,12,¥¤¥Ã¥Ä¥Þ¥¤¥¦¥§¥¤,¥»3,53.0,ÃÄÌîÂçÀ®,1:49.3,3/4,150.7,13.0,468(-2),[À¾] À¾±àÀµÅÔ
12,8,14,¥Ø¥ë¥Ë¡¼¥Ë¥ç¥¢¥­¥é,²´3,56.0,Ã°ÆâÍ´¼¡,1:49.5,1.1/4,10.8,3.0,472(0),[Åì] Éð»Ô¹¯ÃË
13,3,4,¥æ¥¢¡¼¥º¥È¥¥¥ë¡¼¥ê,²´3,53.0,µµÅÄ²¹¿´,1:49.7,1.1/4,41.2,8.0,514(-30),[À¾] °ÂÅÄÎ´¹Ô
14,4,6,¥Õ¥Ã¥«¥Ä¥Î¥¸¥å¥â¥ó,²´3,53.0,¿û¸¶ÌÀÎÉ,1:49.9,1.1/4,220.7,14.0,486(-8),[Åì] ½¡ÁüµÁÃé
1,6,12,¥¨¥¿¡¼¥Ê¥ë¥Ö¥ì¥¤¥º,ÌÆ3,54.0,¥ë¥á¡¼¥ë,1:10.2,,5.4,3.0,474(0),[Åì] ¶âÀ®µ®»Ë
2,8,16,¥á¥¤¥·¥ç¥¦¥¦¥Á¥Ç,²´3,56.0,ÃÓÅº¸¬°ì,1:10.2,¥¯¥Ó,4.2,2.0,456(-4),[À¾] Æî°æ¹îÌ¦
3,1,1,¥Ñ¥Æ¥£¥·¥¨¡¼¥ë,ÌÆ3,51.0,¿û¸¶ÌÀÎÉ,1:10.4,1.1/4,114.8,12.0,450(+8),[Åì] ´ä¸Í¹§¼ù
4,5,9,¥³¥¹¥â¥ê¥ß¥Ã¥¯¥¹,²´3,56.0,Ã°ÆâÍ´¼¡,1:10.4,¥Ï¥Ê,6.1,4.0,442(+4),[Åì] ÅÄÃæ¹ä
5,7,13,¥¦¥¤¥ó¥«¡¼¥Þ¥¤¥ó,²´3,55.0,²£»³Éð»Ë,1:10.5,3/4,35.1,9.0,436(+16),[Åì] ÏÂÅÄÀµ°ì
